user_id,device_id,mac_address,registration_timestamp
user2_b284739e,device2_3e15e001,20:a4:85:c1:a9:e0,1722725645.303294
user2_04532b23,device2_0b4c1344,5c:f4:ab:ce:a8:16,1707951245.3033
user2_c766c23c,device2_607ee0c8,88:d7:95:50:ce:c9,1710370445.303305
user2_bec77d77,device2_3aa8c4a9,8e:30:55:0f:c9:28,1733957645.303312
user2_66d9e209,device2_8ad425d4,3c:59:25:57:98:88,1720047245.303317
user2_f49947e4,device2_6e595328,0e:8a:47:b4:b8:ad,1706741645.303323
user2_b2da4bf6,device2_05540ea2,3e:f4:1c:b3:d9:56,1704408845.30333
user2_63d83e85,device2_4101142e,d6:c2:65:b4:b4:ec,1706568845.303336
user2_61874789,device2_de88b39c,d4:31:8e:8c:27:f6,1707951245.303342
user2_ccf887d6,device2_c415e141,60:76:5f:30:da:ed,1712962445.303348
user2_ed559777,device2_2042c56a,36:20:8e:77:a2:74,1721256845.303354
user2_b3fb4495,device2_60e278b0,fa:62:e6:45:fa:55,1714949645.30336
user2_69f3f4e4,device2_36702478,98:a7:0d:57:2f:5e,1716159245.303366
user2_8134f304,device2_32807e60,a2:09:fd:94:57:30,1725058445.303372
user2_cf1cdcdd,device2_28ad8cc2,d2:6f:ef:66:bf:79,1719096845.303378
user2_dfaca8bb,device2_0011f2ee,9a:de:63:72:4f:f7,1715208845.303384
user2_4250d982,device2_4ffe6eb5,1a:91:4c:50:9a:dc,1708728845.303394
user2_67465b36,device2_6ef9e9e3,96:29:f2:50:06:cb,1730847245.3034
user2_446f61b5,device2_743affe9,c0:21:55:b3:f1:fd,1729637645.303406
user2_f27c1488,device2_f6487b95,f6:78:96:b4:d1:b4,1731538445.303412
user2_f0916420,device2_641a6f5b,ee:d1:94:09:b9:2b,1732229645.303418
user2_8be5314a,device2_b6effcc9,d6:df:95:41:4e:8c,1709765645.303424
user2_2ced7711,device2_d3188ab3,44:71:e6:dc:bd:95,1728946445.303431
user2_dc48a201,device2_e167df80,86:a3:ff:5d:9f:3f,1710543245.303437
user2_a12dd0a2,device2_f9620c42,48:17:31:34:74:0b,1733007245.303443
user2_cf1b3e79,device2_e1ac6167,70:c8:09:54:7a:9d,1712271245.30345
user2_e800c0ac,device2_852489d3,46:71:63:7a:fb:9d,1716677645.303456
user2_528a2931,device2_ae7cbdd7,70:6d:c8:70:d7:66,1722812045.303462
user2_3a8d898b,device2_a3d93dbc,e2:c3:1c:7d:07:31,1724626445.303468
