user_id,device_id,mac_address,registration_timestamp
user3_019e418d,device3_a3805744,ae:f1:56:b0:a7:ce,1715122476.775739
user3_104392a2,device3_c5982288,66:02:a6:be:6c:59,1724626476.775745
user3_5244716f,device3_4ed93a18,30:5a:b0:d4:60:be,1723244076.775751
user3_c083eca9,device3_7177f338,a4:3b:f2:69:c2:cb,1708556076.775757
user3_78f93728,device3_71d97941,7c:28:3c:c1:fb:3f,1712876076.775763
user3_b6c1a6b7,device3_0e520e60,ca:f8:29:78:fe:76,1715208876.775771
user3_dce8a442,device3_71d5733f,44:ef:8c:00:34:dc,1723762476.775778
user3_909667cc,device3_ff9bb5df,d4:c8:3e:4e:5b:43,1722207276.775784
user3_0af4275a,device3_3b73106a,f2:ad:c6:44:c8:49,1719701676.775791
user3_4ebc1a55,device3_a1e1c123,0a:cd:f4:69:0e:9f,1726008876.775797
user3_a148fbea,device3_e469e7f6,18:1d:48:3c:f5:06,1709247276.775803
user3_0d8b0d22,device3_8bce986c,32:72:3c:f9:45:4e,1716936876.775809
user3_d36da06a,device3_96f52260,56:77:f8:2a:13:e7,1715295276.775815
user3_8a8d3f7b,device3_e528f4fe,f6:7a:6d:14:8e:14,1722380076.775822
user3_8fcef409,device3_cec9ea8d,ce:f8:72:8a:e8:59,1718232876.775828
user3_abc27c14,device3_c1b62b90,4e:35:ee:c4:1b:41,1715554476.775834
user3_1e8e220a,device3_8074591b,38:58:91:ae:f1:61,1732834476.77584
user3_5c2ba2ed,device3_de4c8ae3,fa:b0:ca:65:32:ae,1728773676.775846
user3_40b79aa1,device3_06b53d86,b0:fd:17:a5:fe:c7,1717541676.775852
user3_a3d4935b,device3_9068eac0,3a:85:0c:68:5f:07,1716159276.775859
user3_bce17627,device3_b7d55c3c,08:68:5f:fa:dd:ed,1716332076.775865
user3_db3bdad3,device3_6f7376ef,90:b2:aa:49:d0:6f,1710284076.775871
user3_ceed3b62,device3_e8311f93,d0:85:61:3a:40:1b,1723244076.775877
user3_e1d7d11c,device3_cfbc3a42,0c:48:46:c2:35:83,1712876076.775883
user3_ca3a9b5b,device3_204d34e1,ea:40:fe:91:dd:5c,1731884076.775889
user3_2110586e,device3_db1c5bbf,b6:37:0d:a7:62:4b,1718405676.775895
user3_6d4dbe35,device3_d902c0d6,42:31:3c:3c:01:e3,1720479276.775901
user3_b8187a1b,device3_ea63d54c,76:66:af:61:e9:ce,1713135276.775907
user3_9b906797,device3_abd09b14,a8:1a:60:fe:ae:3f,1733871276.775913
user3_d817a594,device3_4e18dc40,36:02:43:c3:c4:74,1726095276.775919
user3_60924371,device3_406ed3ac,12:48:81:54:3a:29,1722466476.775926
user3_a6656867,device3_0193fc72,26:8c:12:5f:3f:3d,1707864876.775933
user3_7b3ae99b,device3_86099f6d,f4:cd:ac:4e:16:86,1715381676.775939
user3_e4bd3ecf,device3_a6d37fa7,e8:f7:d7:49:c7:d8,1724453676.775946
user3_3d792ef6,device3_9d5473fd,ac:18:e1:58:e0:c3,1709333676.775952
user3_7cf89cab,device3_1da38a90,42:8f:fd:0f:d4:b5,1735944876.775959
user3_b94ab30b,device3_202d16e1,d4:a3:e4:0a:6f:3c,1704754476.775966
user3_84a3a14d,device3_78d39db0,a2:52:b9:af:7b:51,1712098476.775973
user3_5f48a9b3,device3_fc980c90,84:68:a3:c1:1a:d7,1735080876.775981
user3_305930e2,device3_2819696c,f2:81:dc:19:c6:c1,1705791276.775988
user3_828e826f,device3_eb146c4c,6a:9b:64:64:a8:c4,1707260076.775994
user3_3f702d0a,device3_7f41bba9,0a:64:19:ab:7b:f1,1716936876.776001
user3_25551827,device3_076f7dc1,56:76:a7:e8:62:32,1713653676.776007
user3_a36714ba,device3_a3293552,ea:ec:b7:ec:78:40,1716850476.776014
user3_1c65ce04,device3_762c9129,de:8d:12:87:26:74,1722898476.776021
user3_afcece17,device3_37421c4c,64:e2:d9:c7:d8:80,1713826476.776028
user3_842aa968,device3_922311ea,26:7d:49:f7:d9:59,1712530476.776034
user3_172ba312,device3_b624d393,30:7a:e8:2a:e6:8b,1729637676.776041
user3_e4eab1e5,device3_0d6b4dfa,38:8f:86:89:b3:73,1712357676.776048
user3_f4737dd0,device3_ee2f446e,62:ad:e1:1a:6a:e4,1720047276.776055
user3_b1bd8337,device3_74bb78d0,b8:7c:be:a9:20:86,1717541676.776061
